scenario,family,model,n_train,accuracy,auc_roc,f1,precision,recall,block,ldp_eps,aug_method
fl_ldp_eps10_eg_dp,xgb,eg_dp_xgb,5554,0.6423948220064725,0.6997635933806147,0.606060606060606,0.6093189964157706,0.6028368794326241,ldp,10.0,fairlearn
fl_ldp_eps10_eg_eo,lr,eg_eo_lr,5554,0.6715210355987055,0.7157210401891252,0.6177024482109228,0.6586345381526104,0.5815602836879432,ldp,10.0,fairlearn
fl_ldp_eps10_eg_eo,rf,eg_eo_rf,5554,0.6796116504854369,0.7254411516379602,0.6413043478260869,0.6555555555555556,0.6276595744680851,ldp,10.0,fairlearn
fl_ldp_eps10_eg_eo,xgb,eg_eo_xgb,5554,0.6456310679611651,0.7023070753123943,0.6082289803220036,0.6137184115523465,0.6028368794326241,ldp,10.0,fairlearn
fl_ldp_eps10_eg_tpr,lr,eg_tpr_lr,5554,0.6553398058252428,0.7135891590678825,0.5847953216374269,0.6493506493506493,0.5319148936170213,ldp,10.0,fairlearn
fl_ldp_eps10_eg_tpr,rf,eg_tpr_rf,5554,0.6747572815533981,0.7237208713272543,0.6365280289330921,0.6494464944649446,0.624113475177305,ldp,10.0,fairlearn
fl_ldp_eps10_eg_tpr,xgb,eg_tpr_xgb,5554,0.6472491909385113,0.6963758020938872,0.6064981949458483,0.6176470588235294,0.5957446808510638,ldp,10.0,fairlearn
fl_ldp_eps10_gs_dp,lr,gs_dp_lr,5554,0.6585760517799353,0.7113095238095237,0.5870841487279843,0.6550218340611353,0.5319148936170213,ldp,10.0,fairlearn
fl_ldp_eps10_gs_dp,rf,gs_dp_rf,5554,0.6553398058252428,0.7143595913542722,0.6162162162162163,0.6263736263736264,0.6063829787234043,ldp,10.0,fairlearn
fl_ldp_eps10_gs_dp,xgb,gs_dp_xgb,5554,0.63915857605178,0.6942650287065181,0.6053097345132743,0.6042402826855123,0.6063829787234043,ldp,10.0,fairlearn
fl_ldp_eps10_gs_eo,lr,gs_eo_lr,5554,0.6779935275080906,0.7222538838230328,0.6135922330097089,0.6781115879828327,0.5602836879432624,ldp,10.0,fairlearn
fl_ldp_eps10_gs_eo,rf,gs_eo_rf,5554,0.6812297734627831,0.7329660587639311,0.6358595194085028,0.6640926640926641,0.6099290780141844,ldp,10.0,fairlearn
fl_ldp_eps10_gs_eo,xgb,gs_eo_xgb,5554,0.6521035598705501,0.7052727119216481,0.6069469835466178,0.6264150943396226,0.5886524822695035,ldp,10.0,fairlearn
fl_ldp_eps10_to_dp,lr,to_dp_lr,5554,0.6537216828478964,0.7222538838230328,0.6323024054982818,0.6133333333333333,0.6524822695035462,ldp,10.0,fairlearn
fl_ldp_eps10_to_dp,rf,to_dp_rf,5554,0.6634304207119741,0.7329660587639311,0.6462585034013606,0.6209150326797386,0.6737588652482269,ldp,10.0,fairlearn
fl_ldp_eps10_to_dp,xgb,to_dp_xgb,5554,0.6407766990291263,0.7052727119216481,0.615916955017301,0.6013513513513513,0.6312056737588653,ldp,10.0,fairlearn
fl_ldp_eps10_to_eo,lr,to_eo_lr,5554,0.6423948220064725,0.7222538838230328,0.6310517529215358,0.5962145110410094,0.6702127659574468,ldp,10.0,fairlearn
fl_ldp_eps10_to_eo,rf,to_eo_rf,5554,0.6521035598705501,0.7329660587639311,0.6181172291296625,0.6192170818505338,0.6170212765957447,ldp,10.0,fairlearn
fl_ldp_eps10_to_eo,xgb,to_eo_xgb,5554,0.6375404530744336,0.7052727119216481,0.6083916083916083,0.6,0.6170212765957447,ldp,10.0,fairlearn
